stage,ecg_id,source_peak_index,r_peak_sample,r_peak_time_s,left_sample,right_sample,rr_prev_ms,rr_next_ms,valid,failure_reason,beat_index
stage2,16036,5,2677,5.354,2451.5,2896.0,902.0,876.0,True,,4
stage2,16036,6,3115,6.23,2896.0,3338.0,876.0,892.0,True,,5
stage2,16036,7,3561,7.122,3338.0,3786.0,892.0,900.0,True,,6
stage2,16036,8,4011,8.022,3786.0,4233.5,900.0,890.0,True,,7
stage2,16036,9,4456,8.912,4233.5,4688.5,890.0,930.0,True,,8
stage2,16036,10,4921,9.842,4688.5,,930.0,,False,edge_no_two_neighbors,-1
stage2,16063,0,354,0.708,,598.0,,976.0,False,edge_no_two_neighbors,-1
stage2,16063,1,842,1.684,598.0,1081.5,976.0,958.0,True,,0
stage2,16063,2,1321,2.642,1081.5,1561.5,958.0,962.0,True,,1
stage2,16063,3,1802,3.604,1561.5,2040.0,962.0,952.0,True,,2
stage2,16063,4,2278,4.556,2040.0,2512.5,952.0,938.0,True,,3
stage2,16063,5,2747,5.494,2512.5,2987.5,938.0,962.0,True,,4
stage2,16063,6,3228,6.456,2987.5,3466.5,962.0,954.0,True,,5
stage2,16063,7,3705,7.41,3466.5,3941.5,954.0,946.0,True,,6
stage2,16063,8,4178,8.356,3941.5,4410.0,946.0,928.0,True,,7
stage2,16063,9,4642,9.284,4410.0,,928.0,,False,edge_no_two_neighbors,-1
stage2,16102,0,400,0.8,,671.0,,1084.0,False,edge_no_two_neighbors,-1
stage2,16102,1,942,1.884,671.0,1213.5,1084.0,1086.0,True,,0
stage2,16102,2,1485,2.97,1213.5,1743.0,1086.0,1032.0,True,,1
stage2,16102,3,2001,4.002,1743.0,2253.0,1032.0,1008.0,True,,2
stage2,16102,4,2505,5.01,2253.0,2751.5,1008.0,986.0,True,,3
stage2,16102,5,2998,5.996,2751.5,3264.5,986.0,1066.0,True,,4
stage2,16102,6,3531,7.062,3264.5,3821.5,1066.0,1162.0,True,,5
stage2,16102,7,4112,8.224,3821.5,4393.0,1162.0,1124.0,True,,6
stage2,16102,8,4674,9.348,4393.0,,1124.0,,False,edge_no_two_neighbors,-1
stage2,16181,0,144,0.288,,339.0,,780.0,False,edge_no_two_neighbors,-1
stage2,16181,1,534,1.068,339.0,728.5,780.0,778.0,True,,0
stage2,16181,2,923,1.846,728.5,1115.0,778.0,768.0,True,,1
stage2,16181,3,1307,2.614,1115.0,1500.0,768.0,772.0,True,,2
stage2,16181,4,1693,3.386,1500.0,1886.0,772.0,772.0,True,,3
stage2,16181,5,2079,4.158,1886.0,2270.5,772.0,766.0,True,,4
stage2,16181,6,2462,4.924,2270.5,2651.0,766.0,756.0,True,,5
stage2,16181,7,2840,5.68,2651.0,3028.0,756.0,752.0,True,,6
stage2,16181,8,3216,6.432,3028.0,3404.5,752.0,754.0,True,,7
stage2,16181,9,3593,7.186,3404.5,3780.0,754.0,748.0,True,,8
stage2,16181,10,3967,7.934,3780.0,4156.0,748.0,756.0,True,,9
stage2,16181,11,4345,8.69,4156.0,4537.0,756.0,768.0,True,,10
stage2,16181,12,4729,9.458,4537.0,,768.0,,False,edge_no_two_neighbors,-1
stage2,16370,0,50,0.1,,199.0,,596.0,False,edge_no_two_neighbors,-1
stage2,16370,1,348,0.696,199.0,494.5,596.0,586.0,True,,0
stage2,16370,2,641,1.282,494.5,787.0,586.0,584.0,True,,1
stage2,16370,3,933,1.866,787.0,1087.5,584.0,618.0,True,,2
stage2,16370,4,1242,2.484,1087.5,1425.5,618.0,734.0,True,,3
stage2,16370,5,1609,3.218,1425.5,1766.0,734.0,628.0,True,,4
stage2,16370,6,1923,3.846,1766.0,2089.0,628.0,664.0,True,,5
stage2,16370,7,2255,4.51,2089.0,2418.0,664.0,652.0,True,,6
stage2,16370,8,2581,5.162,2418.0,2750.0,652.0,676.0,True,,7
stage2,16370,9,2919,5.838,2750.0,3108.0,676.0,756.0,True,,8
stage2,16370,10,3297,6.594,3108.0,3460.5,756.0,654.0,True,,9
stage2,16370,11,3624,7.248,3460.5,3789.0,654.0,660.0,True,,10
stage2,16370,12,3954,7.908,3789.0,4116.5,660.0,650.0,True,,11
stage2,16370,13,4279,8.558,4116.5,4443.0,650.0,656.0,True,,12
stage2,16370,14,4607,9.214,4443.0,,656.0,,False,edge_no_two_neighbors,-1
stage2,16383,0,276,0.552,,507.0,,924.0,False,edge_no_two_neighbors,-1
stage2,16383,1,738,1.476,507.0,965.0,924.0,908.0,True,,0
stage2,16383,2,1192,2.384,965.0,1415.0,908.0,892.0,True,,1
stage2,16383,3,1638,3.276,1415.0,1866.0,892.0,912.0,True,,2
stage2,16383,4,2094,4.188,1866.0,2324.0,912.0,920.0,True,,3
stage2,16383,5,2554,5.108,2324.0,2783.5,920.0,918.0,True,,4
stage2,16383,6,3013,6.026,2783.5,3244.0,918.0,924.0,True,,5
stage2,16383,7,3475,6.95,3244.0,3709.5,924.0,938.0,True,,6
stage2,16383,8,3944,7.888,3709.5,4176.5,938.0,930.0,True,,7
stage2,16383,9,4409,8.818,4176.5,4638.0,930.0,916.0,True,,8
stage2,16383,10,4867,9.734,4638.0,,916.0,,False,edge_no_two_neighbors,-1
stage2,16689,0,44,0.088,,255.5,,846.0,False,edge_no_two_neighbors,-1
stage2,16689,1,467,0.934,255.5,672.0,846.0,820.0,True,,0
stage2,16689,2,877,1.754,672.0,1081.5,820.0,818.0,True,,1
stage2,16689,3,1286,2.572,1081.5,1496.5,818.0,842.0,True,,2
stage2,16689,4,1707,3.414,1496.5,1921.0,842.0,856.0,True,,3
stage2,16689,5,2135,4.27,1921.0,2338.5,856.0,814.0,True,,4
stage2,16689,6,2542,5.084,2338.5,2751.5,814.0,838.0,True,,5
stage2,16689,7,2961,5.922,2751.5,3175.5,838.0,858.0,True,,6
stage2,16689,8,3390,6.78,3175.5,3595.5,858.0,822.0,True,,7
stage2,16689,9,3801,7.602,3595.5,4009.0,822.0,832.0,True,,8
stage2,16689,10,4217,8.434,4009.0,4429.5,832.0,850.0,True,,9
stage2,16689,11,4642,9.284,4429.5,,850.0,,False,edge_no_two_neighbors,-1
stage2,16771,0,162,0.324,,366.0,,816.0,False,edge_no_two_neighbors,-1
stage2,16771,1,570,1.14,366.0,777.0,816.0,828.0,True,,0
stage2,16771,2,984,1.968,777.0,1197.0,828.0,852.0,True,,1
stage2,16771,3,1410,2.82,1197.0,1621.0,852.0,844.0,True,,2
stage2,16771,4,1832,3.664,1621.0,2040.5,844.0,834.0,True,,3
stage2,16771,5,2249,4.498,2040.5,2456.5,834.0,830.0,True,,4
stage2,16771,6,2664,5.328,2456.5,2872.5,830.0,834.0,True,,5
stage2,16771,7,3081,6.162,2872.5,3297.5,834.0,866.0,True,,6
stage2,16771,8,3514,7.028,3297.5,3728.5,866.0,858.0,True,,7
stage2,16771,9,3943,7.886,3728.5,4152.0,858.0,836.0,True,,8
stage2,16771,10,4361,8.722,4152.0,4571.0,836.0,840.0,True,,9
stage2,16771,11,4781,9.562,4571.0,,840.0,,False,edge_no_two_neighbors,-1
stage2,16837,0,342,0.684,,591.0,,996.0,False,edge_no_two_neighbors,-1
stage2,16837,1,840,1.68,591.0,1084.5,996.0,978.0,True,,0
stage2,16837,2,1329,2.658,1084.5,1473.5,978.0,578.0,True,,1
stage2,16837,3,1618,3.236,1473.5,1932.0,578.0,1256.0,True,,2
stage2,16837,4,2246,4.492,1932.0,2502.5,1256.0,1026.0,True,,3
stage2,16837,5,2759,5.518,2502.5,3005.0,1026.0,984.0,True,,4
stage2,16837,6,3251,6.502,3005.0,3492.0,984.0,964.0,True,,5
stage2,16837,7,3733,7.466,3492.0,3975.0,964.0,968.0,True,,6
stage2,16837,8,4217,8.434,3975.0,4460.5,968.0,974.0,True,,7
stage2,16837,9,4704,9.408,4460.5,,974.0,,False,edge_no_two_neighbors,-1
stage2,16977,0,19,0.038,,223.5,,818.0,False,edge_no_two_neighbors,-1
stage2,16977,1,428,0.856,223.5,635.0,818.0,828.0,True,,0
stage2,16977,2,842,1.684,635.0,1048.0,828.0,824.0,True,,1
stage2,16977,3,1254,2.508,1048.0,1461.5,824.0,830.0,True,,2
stage2,16977,4,1669,3.338,1461.5,1875.0,830.0,824.0,True,,3
stage2,16977,5,2081,4.162,1875.0,2284.5,824.0,814.0,True,,4
stage2,16977,6,2488,4.976,2284.5,2697.0,814.0,836.0,True,,5
stage2,16977,7,2906,5.812,2697.0,3123.0,836.0,868.0,True,,6
stage2,16977,8,3340,6.68,3123.0,3552.5,868.0,850.0,True,,7
stage2,16977,9,3765,7.53,3552.5,3972.0,850.0,828.0,True,,8
stage2,16977,10,4179,8.358,3972.0,4385.0,828.0,824.0,True,,9
stage2,16977,11,4591,9.182,4385.0,,824.0,,False,edge_no_two_neighbors,-1
stage2,17018,0,203,0.406,,456.0,,1012.0,False,edge_no_two_neighbors,-1
stage2,17018,1,709,1.418,456.0,970.0,1012.0,1044.0,True,,0
stage2,17018,2,1231,2.462,970.0,1469.0,1044.0,952.0,True,,1
stage2,17018,3,1707,3.414,1469.0,1933.0,952.0,904.0,True,,2
stage2,17018,4,2159,4.318,1933.0,2402.0,904.0,972.0,True,,3
stage2,17018,5,2645,5.29,2402.0,2902.5,972.0,1030.0,True,,4
stage2,17018,6,3160,6.32,2902.5,3419.5,1030.0,1038.0,True,,5
stage2,17018,7,3679,7.358,3419.5,3921.5,1038.0,970.0,True,,6
stage2,17018,8,4164,8.328,3921.5,4402.0,970.0,952.0,True,,7
stage2,17018,9,4640,9.28,4402.0,,952.0,,False,edge_no_two_neighbors,-1
stage2,17046,0,186,0.372,,416.5,,922.0,False,edge_no_two_neighbors,-1
stage2,17046,1,647,1.294,416.5,881.5,922.0,938.0,True,,0
stage2,17046,2,1116,2.232,881.5,1348.5,938.0,930.0,True,,1
stage2,17046,3,1581,3.162,1348.5,1814.5,930.0,934.0,True,,2
stage2,17046,4,2048,4.096,1814.5,2279.5,934.0,926.0,True,,3
stage2,17046,5,2511,5.022,2279.5,2744.0,926.0,932.0,True,,4
stage2,17046,6,2977,5.954,2744.0,3212.0,932.0,940.0,True,,5
stage2,17046,7,3447,6.894,3212.0,3681.5,940.0,938.0,True,,6
stage2,17046,8,3916,7.832,3681.5,4148.5,938.0,930.0,True,,7
stage2,17046,9,4381,8.762,4148.5,4615.5,930.0,938.0,True,,8
stage2,17046,10,4850,9.7,4615.5,,938.0,,False,edge_no_two_neighbors,-1
stage2,17436,0,210,0.42,,382.5,,690.0,False,edge_no_two_neighbors,-1
stage2,17436,1,555,1.11,382.5,729.0,690.0,696.0,True,,0
stage2,17436,2,903,1.806,729.0,1077.5,696.0,698.0,True,,1
stage2,17436,3,1252,2.504,1077.5,1426.0,698.0,696.0,True,,2
stage2,17436,4,1600,3.2,1426.0,1773.5,696.0,694.0,True,,3
stage2,17436,5,1947,3.894,1773.5,2119.0,694.0,688.0,True,,4
stage2,17436,6,2291,4.582,2119.0,2463.5,688.0,690.0,True,,5
stage2,17436,7,2636,5.272,2463.5,2808.5,690.0,690.0,True,,6
stage2,17436,8,2981,5.962,2808.5,3153.0,690.0,688.0,True,,7
stage2,17436,9,3325,6.65,3153.0,3495.5,688.0,682.0,True,,8
stage2,17436,10,3666,7.332,3495.5,3836.0,682.0,680.0,True,,9
stage2,17436,11,4006,8.012,3836.0,4177.0,680.0,684.0,True,,10
stage2,17436,12,4348,8.696,4177.0,4519.0,684.0,684.0,True,,11
stage2,17436,13,4690,9.38,4519.0,,684.0,,False,edge_no_two_neighbors,-1
stage2,17544,0,166,0.332,,392.0,,904.0,False,edge_no_two_neighbors,-1
stage2,17544,1,618,1.236,392.0,843.5,904.0,902.0,True,,0
stage2,17544,2,1069,2.138,843.5,1293.5,902.0,898.0,True,,1
stage2,17544,3,1518,3.036,1293.5,1746.5,898.0,914.0,True,,2
stage2,17544,4,1975,3.95,1746.5,2207.0,914.0,928.0,True,,3
stage2,17544,5,2439,4.878,2207.0,2670.5,928.0,926.0,True,,4
stage2,17544,6,2902,5.804,2670.5,3135.5,926.0,934.0,True,,5
stage2,17544,7,3369,6.738,3135.5,3605.5,934.0,946.0,True,,6
stage2,17544,8,3842,7.684,3605.5,4077.5,946.0,942.0,True,,7
stage2,17544,9,4313,8.626,4077.5,4547.0,942.0,936.0,True,,8
stage2,17544,10,4781,9.562,4547.0,,936.0,,False,edge_no_two_neighbors,-1
stage2,17554,0,82,0.164,,252.0,,680.0,False,edge_no_two_neighbors,-1
stage2,17554,1,422,0.844,252.0,588.5,680.0,666.0,True,,0
stage2,17554,2,755,1.51,588.5,923.0,666.0,672.0,True,,1
stage2,17554,3,1091,2.182,923.0,1258.5,672.0,670.0,True,,2
stage2,17554,4,1426,2.852,1258.5,1595.5,670.0,678.0,True,,3
stage2,17554,5,1765,3.53,1595.5,1931.5,678.0,666.0,True,,4
stage2,17554,6,2098,4.196,1931.5,2264.0,666.0,664.0,True,,5
stage2,17554,7,2430,4.86,2264.0,2598.0,664.0,672.0,True,,6
stage2,17554,8,2766,5.532,2598.0,2935.0,672.0,676.0,True,,7
stage2,17554,9,3104,6.208,2935.0,3269.5,676.0,662.0,True,,8
stage2,17554,10,3435,6.87,3269.5,3601.5,662.0,666.0,True,,9
stage2,17554,11,3768,7.536,3601.5,3936.0,666.0,672.0,True,,10
stage2,17554,12,4104,8.208,3936.0,4273.0,672.0,676.0,True,,11
stage2,17554,13,4442,8.884,4273.0,4608.5,676.0,666.0,True,,12
stage2,17554,14,4775,9.55,4608.5,,666.0,,False,edge_no_two_neighbors,-1
stage2,17555,0,361,0.722,,568.0,,828.0,False,edge_no_two_neighbors,-1
stage2,17555,1,775,1.55,568.0,986.0,828.0,844.0,True,,0
stage2,17555,2,1197,2.394,986.0,1408.5,844.0,846.0,True,,1
stage2,17555,3,1620,3.24,1408.5,1826.5,846.0,826.0,True,,2
stage2,17555,4,2033,4.066,1826.5,2239.0,826.0,824.0,True,,3
stage2,17555,5,2445,4.89,2239.0,2653.5,824.0,834.0,True,,4
stage2,17555,6,2862,5.724,2653.5,3072.0,834.0,840.0,True,,5
stage2,17555,7,3282,6.564,3072.0,3489.0,840.0,828.0,True,,6
stage2,17555,8,3696,7.392,3489.0,3903.0,828.0,828.0,True,,7
stage2,17555,9,4110,8.22,3903.0,4323.0,828.0,852.0,True,,8
stage2,17555,10,4536,9.072,4323.0,,852.0,,False,edge_no_two_neighbors,-1
stage2,17598,0,18,0.036,,271.0,,1012.0,False,edge_no_two_neighbors,-1
stage2,17598,1,524,1.048,271.0,784.5,1012.0,1042.0,True,,0
stage2,17598,2,1045,2.09,784.5,1301.0,1042.0,1024.0,True,,1
stage2,17598,3,1557,3.114,1301.0,1815.5,1024.0,1034.0,True,,2
stage2,17598,4,2074,4.148,1815.5,2329.0,1034.0,1020.0,True,,3
stage2,17598,5,2584,5.168,2329.0,2839.0,1020.0,1020.0,True,,4
stage2,17598,6,3094,6.188,2839.0,3357.5,1020.0,1054.0,True,,5
stage2,17598,7,3621,7.242,3357.5,3876.5,1054.0,1022.0,True,,6
stage2,17598,8,4132,8.264,3876.5,4389.5,1022.0,1030.0,True,,7
stage2,17598,9,4647,9.294,4389.5,,1030.0,,False,edge_no_two_neighbors,-1
stage2,17605,0,426,0.852,,655.0,,916.0,False,edge_no_two_neighbors,-1
stage2,17605,1,884,1.768,655.0,1113.0,916.0,916.0,True,,0
stage2,17605,2,1342,2.684,1113.0,1570.5,916.0,914.0,True,,1
stage2,17605,3,1799,3.598,1570.5,2029.5,914.0,922.0,True,,2
stage2,17605,4,2260,4.52,2029.5,2495.0,922.0,940.0,True,,3
stage2,17605,5,2730,5.46,2495.0,2969.0,940.0,956.0,True,,4
stage2,17605,6,3208,6.416,2969.0,3445.0,956.0,948.0,True,,5
stage2,17605,7,3682,7.364,3445.0,3920.5,948.0,954.0,True,,6
stage2,17605,8,4159,8.318,3920.5,4400.0,954.0,964.0,True,,7
stage2,17605,9,4641,9.282,4400.0,,964.0,,False,edge_no_two_neighbors,-1
stage2,17652,0,253,0.506,,421.0,,672.0,False,edge_no_two_neighbors,-1
stage2,17652,1,589,1.178,421.0,757.5,672.0,674.0,True,,0
stage2,17652,2,926,1.852,757.5,1093.0,674.0,668.0,True,,1
stage2,17652,3,1260,2.52,1093.0,1333.5,668.0,294.0,False,neighbor_rr_out_of_range,-1
stage2,17652,4,1407,2.814,1333.5,1501.5,294.0,378.0,False,neighbor_rr_out_of_range,-1
stage2,17652,5,1596,3.192,1501.5,1763.0,378.0,668.0,True,,2
stage2,17652,6,1930,3.86,1763.0,2097.0,668.0,668.0,True,,3
stage2,17652,7,2264,4.528,2097.0,2448.5,668.0,738.0,True,,4
stage2,17652,8,2633,5.266,2448.5,2784.0,738.0,604.0,True,,5
stage2,17652,9,2935,5.87,2784.0,3102.0,604.0,668.0,True,,6
stage2,17652,10,3269,6.538,3102.0,3436.5,668.0,670.0,True,,7
stage2,17652,11,3604,7.208,3436.5,3772.0,670.0,672.0,True,,8
stage2,17652,12,3940,7.88,3772.0,4107.5,672.0,670.0,True,,9
stage2,17652,13,4275,8.55,4107.5,4442.0,670.0,668.0,True,,10
stage2,17652,14,4609,9.218,4442.0,4770.0,668.0,644.0,True,,11
stage2,17652,15,4931,9.862,4770.0,,644.0,,False,edge_no_two_neighbors,-1
stage2,17745,0,581,1.162,,964.5,,1534.0,False,edge_no_two_neighbors,-1
stage2,17745,1,1348,2.696,964.5,1810.0,1534.0,1848.0,True,,0
stage2,17745,2,2272,4.544,1810.0,2644.5,1848.0,1490.0,True,,1
stage2,17745,3,3017,6.034,2644.5,3371.5,1490.0,1418.0,True,,2
stage2,17745,4,3726,7.452,3371.5,4079.5,1418.0,1414.0,True,,3
stage2,17745,5,4433,8.866,4079.5,,1414.0,,False,edge_no_two_neighbors,-1
stage2,17773,0,154,0.308,,362.5,,834.0,False,edge_no_two_neighbors,-1
stage2,17773,1,571,1.142,362.5,779.0,834.0,832.0,True,,0
stage2,17773,2,987,1.974,779.0,1205.5,832.0,874.0,True,,1
stage2,17773,3,1424,2.848,1205.5,1667.5,874.0,974.0,True,,2
stage2,17773,4,1911,3.822,1667.5,2156.5,974.0,982.0,True,,3
stage2,17773,5,2402,4.804,2156.5,2634.5,982.0,930.0,True,,4
stage2,17773,6,2867,5.734,2634.5,3089.0,930.0,888.0,True,,5
stage2,17773,7,3311,6.622,3089.0,3527.0,888.0,864.0,True,,6
stage2,17773,8,3743,7.486,3527.0,3957.0,864.0,856.0,True,,7
stage2,17773,9,4171,8.342,3957.0,4391.0,856.0,880.0,True,,8
stage2,17773,10,4611,9.222,4391.0,,880.0,,False,edge_no_two_neighbors,-1
stage2,17800,0,149,0.298,,360.0,,844.0,False,edge_no_two_neighbors,-1
stage2,17800,1,571,1.142,360.0,778.0,844.0,828.0,True,,0
stage2,17800,2,985,1.97,778.0,1199.5,828.0,858.0,True,,1
stage2,17800,3,1414,2.828,1199.5,1611.5,858.0,790.0,True,,2
stage2,17800,4,1809,3.618,1611.5,1998.5,790.0,758.0,True,,3
stage2,17800,5,2188,4.376,1998.5,2378.0,758.0,760.0,True,,4
stage2,17800,6,2568,5.136,2378.0,2778.0,760.0,840.0,True,,5
stage2,17800,7,2988,5.976,2778.0,3217.0,840.0,916.0,True,,6
stage2,17800,8,3446,6.892,3217.0,3670.5,916.0,898.0,True,,7
stage2,17800,9,3895,7.79,3670.5,4120.5,898.0,902.0,True,,8
stage2,17800,10,4346,8.692,4120.5,4565.5,902.0,878.0,True,,9
stage2,17800,11,4785,9.57,4565.5,,878.0,,False,edge_no_two_neighbors,-1
stage2,17859,0,385,0.77,,637.5,,1010.0,False,edge_no_two_neighbors,-1
stage2,17859,1,890,1.78,637.5,1146.0,1010.0,1024.0,True,,0
stage2,17859,2,1402,2.804,1146.0,1655.0,1024.0,1012.0,True,,1
stage2,17859,3,1908,3.816,1655.0,2155.5,1012.0,990.0,True,,2
stage2,17859,4,2403,4.806,2155.5,2658.5,990.0,1022.0,True,,3
stage2,17859,5,2914,5.828,2658.5,3174.5,1022.0,1042.0,True,,4
stage2,17859,6,3435,6.87,3174.5,3696.0,1042.0,1044.0,True,,5
stage2,17859,7,3957,7.914,3696.0,4210.5,1044.0,1014.0,True,,6
stage2,17859,8,4464,8.928,4210.5,,1014.0,,False,edge_no_two_neighbors,-1
stage2,17896,0,14,0.028,,308.0,,1176.0,False,edge_no_two_neighbors,-1
stage2,17896,1,602,1.204,308.0,894.5,1176.0,1170.0,True,,0
stage2,17896,2,1187,2.374,894.5,1469.0,1170.0,1128.0,True,,1
stage2,17896,3,1751,3.502,1469.0,2061.0,1128.0,1240.0,True,,2
stage2,17896,4,2371,4.742,2061.0,2670.0,1240.0,1196.0,True,,3
stage2,17896,5,2969,5.938,2670.0,3265.0,1196.0,1184.0,True,,4
stage2,17896,6,3561,7.122,3265.0,3875.0,1184.0,1256.0,True,,5
stage2,17896,7,4189,8.378,3875.0,4480.0,1256.0,1164.0,True,,6
stage2,17896,8,4771,9.542,4480.0,,1164.0,,False,edge_no_two_neighbors,-1
stage2,17907,0,148,0.296,,323.0,,700.0,False,edge_no_two_neighbors,-1
stage2,17907,1,498,0.996,323.0,672.5,700.0,698.0,True,,0
stage2,17907,2,847,1.694,672.5,1023.5,698.0,706.0,True,,1
stage2,17907,3,1200,2.4,1023.5,1377.0,706.0,708.0,True,,2
stage2,17907,4,1554,3.108,1377.0,1728.0,708.0,696.0,True,,3
stage2,17907,5,1902,3.804,1728.0,2077.0,696.0,700.0,True,,4
stage2,17907,6,2252,4.504,2077.0,2427.0,700.0,700.0,True,,5
stage2,17907,7,2602,5.204,2427.0,2774.0,700.0,688.0,True,,6
stage2,17907,8,2946,5.892,2774.0,3117.5,688.0,686.0,True,,7
stage2,17907,9,3289,6.578,3117.5,3462.5,686.0,694.0,True,,8
stage2,17907,10,3636,7.272,3462.5,3809.0,694.0,692.0,True,,9
stage2,17907,11,3982,7.964,3809.0,4153.0,692.0,684.0,True,,10
stage2,17907,12,4324,8.648,4153.0,4496.0,684.0,688.0,True,,11
stage2,17907,13,4668,9.336,4496.0,,688.0,,False,edge_no_two_neighbors,-1
stage2,18014,0,34,0.068,,248.0,,856.0,False,edge_no_two_neighbors,-1
stage2,18014,1,462,0.924,248.0,678.0,856.0,864.0,True,,0
stage2,18014,2,894,1.788,678.0,1109.0,864.0,860.0,True,,1
stage2,18014,3,1324,2.648,1109.0,1537.5,860.0,854.0,True,,2
stage2,18014,4,1751,3.502,1537.5,1959.0,854.0,832.0,True,,3
stage2,18014,5,2167,4.334,1959.0,2377.0,832.0,840.0,True,,4
stage2,18014,6,2587,5.174,2377.0,2800.0,840.0,852.0,True,,5
stage2,18014,7,3013,6.026,2800.0,3228.5,852.0,862.0,True,,6
stage2,18014,8,3444,6.888,3228.5,3660.5,862.0,866.0,True,,7
stage2,18014,9,3877,7.754,3660.5,4091.0,866.0,856.0,True,,8
stage2,18014,10,4305,8.61,4091.0,4522.5,856.0,870.0,True,,9
stage2,18014,11,4740,9.48,4522.5,,870.0,,False,edge_no_two_neighbors,-1
stage2,18030,0,227,0.454,,424.5,,790.0,False,edge_no_two_neighbors,-1
stage2,18030,1,622,1.244,424.5,820.0,790.0,792.0,True,,0
stage2,18030,2,1018,2.036,820.0,1215.5,792.0,790.0,True,,1
stage2,18030,3,1413,2.826,1215.5,1611.5,790.0,794.0,True,,2
stage2,18030,4,1810,3.62,1611.5,2007.0,794.0,788.0,True,,3
stage2,18030,5,2204,4.408,2007.0,2401.5,788.0,790.0,True,,4
stage2,18030,6,2599,5.198,2401.5,2798.0,790.0,796.0,True,,5
stage2,18030,7,2997,5.994,2798.0,3195.0,796.0,792.0,True,,6
stage2,18030,8,3393,6.786,3195.0,3590.5,792.0,790.0,True,,7
stage2,18030,9,3788,7.576,3590.5,3986.5,790.0,794.0,True,,8
stage2,18030,10,4185,8.37,3986.5,4384.0,794.0,796.0,True,,9
stage2,18030,11,4583,9.166,4384.0,,796.0,,False,edge_no_two_neighbors,-1
stage2,18031,0,400,0.8,,655.0,,1020.0,False,edge_no_two_neighbors,-1
stage2,18031,1,910,1.82,655.0,1176.5,1020.0,1066.0,True,,0
stage2,18031,2,1443,2.886,1176.5,1697.0,1066.0,1016.0,True,,1
stage2,18031,3,1951,3.902,1697.0,2204.0,1016.0,1012.0,True,,2
stage2,18031,4,2457,4.914,2204.0,2718.0,1012.0,1044.0,True,,3
stage2,18031,5,2979,5.958,2718.0,3221.0,1044.0,968.0,True,,4
stage2,18031,6,3463,6.926,3221.0,3686.0,968.0,892.0,True,,5
stage2,18031,7,3909,7.818,3686.0,4144.0,892.0,940.0,True,,6
stage2,18031,8,4379,8.758,4144.0,4634.0,940.0,1020.0,True,,7
stage2,18031,9,4889,9.778,4634.0,,1020.0,,False,edge_no_two_neighbors,-1
stage2,18066,0,120,0.24,,281.0,,644.0,False,edge_no_two_neighbors,-1
stage2,18066,1,442,0.884,281.0,602.0,644.0,640.0,True,,0
stage2,18066,2,762,1.524,602.0,917.0,640.0,620.0,True,,1
stage2,18066,3,1072,2.144,917.0,1221.0,620.0,596.0,True,,2
stage2,18066,4,1370,2.74,1221.0,1516.5,596.0,586.0,True,,3
stage2,18066,5,1663,3.326,1516.5,1811.5,586.0,594.0,True,,4
stage2,18066,6,1960,3.92,1811.5,2110.5,594.0,602.0,True,,5
stage2,18066,7,2261,4.522,2110.5,2413.5,602.0,610.0,True,,6
stage2,18066,8,2566,5.132,2413.5,2719.5,610.0,614.0,True,,7
stage2,18066,9,2873,5.746,2719.5,3028.5,614.0,622.0,True,,8
stage2,18066,10,3184,6.368,3028.5,3341.0,622.0,628.0,True,,9
stage2,18066,11,3498,6.996,3341.0,3657.0,628.0,636.0,True,,10
stage2,18066,12,3816,7.632,3657.0,3976.0,636.0,640.0,True,,11
stage2,18066,13,4136,8.272,3976.0,4297.5,640.0,646.0,True,,12
stage2,18066,14,4459,8.918,4297.5,4623.5,646.0,658.0,True,,13
stage2,18066,15,4788,9.576,4623.5,,658.0,,False,edge_no_two_neighbors,-1
stage2,18147,0,144,0.288,,478.5,,1338.0,False,edge_no_two_neighbors,-1
stage2,18147,1,813,1.626,478.5,1141.5,1338.0,1314.0,True,,0
stage2,18147,2,1470,2.94,1141.5,1802.5,1314.0,1330.0,True,,1
stage2,18147,3,2135,4.27,1802.5,2469.5,1330.0,1338.0,True,,2
stage2,18147,4,2804,5.608,2469.5,3137.0,1338.0,1332.0,True,,3
stage2,18147,5,3470,6.94,3137.0,3802.5,1332.0,1330.0,True,,4
stage2,18147,6,4135,8.27,3802.5,4469.0,1330.0,1336.0,True,,5
stage2,18147,7,4803,9.606,4469.0,,1336.0,,False,edge_no_two_neighbors,-1
stage2,18257,0,261,0.522,,445.0,,736.0,False,edge_no_two_neighbors,-1
stage2,18257,1,629,1.258,445.0,812.5,736.0,734.0,True,,0
stage2,18257,2,996,1.992,812.5,1177.5,734.0,726.0,True,,1
stage2,18257,3,1359,2.718,1177.5,1540.5,726.0,726.0,True,,2
stage2,18257,4,1722,3.444,1540.5,1904.5,726.0,730.0,True,,3
stage2,18257,5,2087,4.174,1904.5,2272.0,730.0,740.0,True,,4
stage2,18257,6,2457,4.914,2272.0,2642.5,740.0,742.0,True,,5
stage2,18257,7,2828,5.656,2642.5,3012.5,742.0,738.0,True,,6
stage2,18257,8,3197,6.394,3012.5,3380.5,738.0,734.0,True,,7
stage2,18257,9,3564,7.128,3380.5,3745.0,734.0,724.0,True,,8
stage2,18257,10,3926,7.852,3745.0,4108.0,724.0,728.0,True,,9
stage2,18257,11,4290,8.58,4108.0,4470.0,728.0,720.0,True,,10
stage2,18257,12,4650,9.3,4470.0,,720.0,,False,edge_no_two_neighbors,-1
