stage,seed,ecg_id,valid_position,vector_origin
stage2,7002,19020,5,1
stage2,7002,19020,6,4
stage2,7002,19020,7,5
stage2,7003,19020,0,5
stage2,7003,19020,1,4
stage2,7003,19020,2,3
stage2,7003,19020,3,2
stage2,7003,19020,4,7
stage2,7003,19020,5,0
stage2,7003,19020,6,1
stage2,7003,19020,7,6
stage2,7004,19020,0,1
stage2,7004,19020,1,0
stage2,7004,19020,2,7
stage2,7004,19020,3,4
stage2,7004,19020,4,2
stage2,7004,19020,5,5
stage2,7004,19020,6,3
stage2,7004,19020,7,6
stage2,7005,19020,0,7
stage2,7005,19020,1,2
stage2,7005,19020,2,1
stage2,7005,19020,3,3
stage2,7005,19020,4,6
stage2,7005,19020,5,0
stage2,7005,19020,6,4
stage2,7005,19020,7,5
stage2,0,19027,0,0
stage2,0,19027,1,1
stage2,0,19027,2,2
stage2,0,19027,3,3
stage2,0,19027,4,4
stage2,0,19027,5,5
stage2,0,19027,6,6
stage2,0,19027,7,7
stage2,0,19027,8,8
stage2,0,19027,9,9
stage2,0,19027,10,10
stage2,7001,19027,0,4
stage2,7001,19027,1,3
stage2,7001,19027,2,0
stage2,7001,19027,3,1
stage2,7001,19027,4,6
stage2,7001,19027,5,10
stage2,7001,19027,6,5
stage2,7001,19027,7,9
stage2,7001,19027,8,8
stage2,7001,19027,9,2
stage2,7001,19027,10,7
stage2,7002,19027,0,8
stage2,7002,19027,1,7
stage2,7002,19027,2,9
stage2,7002,19027,3,10
stage2,7002,19027,4,6
stage2,7002,19027,5,2
stage2,7002,19027,6,4
stage2,7002,19027,7,1
stage2,7002,19027,8,3
stage2,7002,19027,9,0
stage2,7002,19027,10,5
stage2,7003,19027,0,2
stage2,7003,19027,1,4
stage2,7003,19027,2,6
stage2,7003,19027,3,9
stage2,7003,19027,4,0
stage2,7003,19027,5,10
stage2,7003,19027,6,5
stage2,7003,19027,7,1
stage2,7003,19027,8,8
stage2,7003,19027,9,3
stage2,7003,19027,10,7
stage2,7004,19027,0,4
stage2,7004,19027,1,8
stage2,7004,19027,2,7
stage2,7004,19027,3,5
stage2,7004,19027,4,6
stage2,7004,19027,5,10
stage2,7004,19027,6,3
stage2,7004,19027,7,2
stage2,7004,19027,8,9
stage2,7004,19027,9,1
stage2,7004,19027,10,0
stage2,7005,19027,0,1
stage2,7005,19027,1,6
stage2,7005,19027,2,5
stage2,7005,19027,3,8
stage2,7005,19027,4,2
stage2,7005,19027,5,7
stage2,7005,19027,6,3
stage2,7005,19027,7,9
stage2,7005,19027,8,10
stage2,7005,19027,9,4
stage2,7005,19027,10,0
stage2,0,19035,0,0
stage2,0,19035,1,1
stage2,0,19035,2,2
stage2,0,19035,3,3
stage2,0,19035,4,4
stage2,0,19035,5,5
stage2,0,19035,6,6
stage2,0,19035,7,7
stage2,0,19035,8,8
stage2,0,19035,9,9
stage2,0,19035,10,10
stage2,0,19035,11,11
stage2,0,19035,12,12
stage2,7001,19035,0,6
stage2,7001,19035,1,9
stage2,7001,19035,2,12
stage2,7001,19035,3,10
stage2,7001,19035,4,7
stage2,7001,19035,5,0
stage2,7001,19035,6,5
stage2,7001,19035,7,3
stage2,7001,19035,8,2
stage2,7001,19035,9,8
stage2,7001,19035,10,1
stage2,7001,19035,11,11
stage2,7001,19035,12,4
stage2,7002,19035,0,11
stage2,7002,19035,1,2
stage2,7002,19035,2,10
stage2,7002,19035,3,0
stage2,7002,19035,4,6
stage2,7002,19035,5,8
stage2,7002,19035,6,3
stage2,7002,19035,7,9
stage2,7002,19035,8,7
stage2,7002,19035,9,5
stage2,7002,19035,10,1
stage2,7002,19035,11,12
stage2,7002,19035,12,4
stage2,7003,19035,0,10
stage2,7003,19035,1,11
stage2,7003,19035,2,7
stage2,7003,19035,3,9
stage2,7003,19035,4,1
stage2,7003,19035,5,0
stage2,7003,19035,6,4
stage2,7003,19035,7,8
stage2,7003,19035,8,12
stage2,7003,19035,9,6
stage2,7003,19035,10,3
stage2,7003,19035,11,5
stage2,7003,19035,12,2
stage2,7004,19035,0,9
stage2,7004,19035,1,2
stage2,7004,19035,2,4
stage2,7004,19035,3,10
stage2,7004,19035,4,1
stage2,7004,19035,5,7
stage2,7004,19035,6,5
stage2,7004,19035,7,8
stage2,7004,19035,8,12
stage2,7004,19035,9,3
stage2,7004,19035,10,6
stage2,7004,19035,11,0
stage2,7004,19035,12,11
stage2,7005,19035,0,8
stage2,7005,19035,1,6
stage2,7005,19035,2,5
stage2,7005,19035,3,2
stage2,7005,19035,4,11
stage2,7005,19035,5,0
stage2,7005,19035,6,3
stage2,7005,19035,7,7
stage2,7005,19035,8,12
stage2,7005,19035,9,9
stage2,7005,19035,10,10
stage2,7005,19035,11,4
stage2,7005,19035,12,1
stage2,0,19087,0,0
stage2,0,19087,1,1
stage2,0,19087,2,2
stage2,0,19087,3,3
stage2,0,19087,4,4
stage2,0,19087,5,5
stage2,0,19087,6,6
stage2,0,19087,7,7
stage2,7001,19087,0,5
stage2,7001,19087,1,2
stage2,7001,19087,2,0
stage2,7001,19087,3,4
stage2,7001,19087,4,3
stage2,7001,19087,5,6
stage2,7001,19087,6,1
stage2,7001,19087,7,7
stage2,7002,19087,0,3
stage2,7002,19087,1,5
stage2,7002,19087,2,6
stage2,7002,19087,3,0
stage2,7002,19087,4,7
stage2,7002,19087,5,4
stage2,7002,19087,6,1
stage2,7002,19087,7,2
stage2,7003,19087,0,1
stage2,7003,19087,1,4
stage2,7003,19087,2,5
stage2,7003,19087,3,0
stage2,7003,19087,4,7
stage2,7003,19087,5,3
stage2,7003,19087,6,2
stage2,7003,19087,7,6
stage2,7004,19087,0,0
stage2,7004,19087,1,6
stage2,7004,19087,2,5
stage2,7004,19087,3,1
stage2,7004,19087,4,7
stage2,7004,19087,5,4
stage2,7004,19087,6,3
stage2,7004,19087,7,2
stage2,7005,19087,0,6
stage2,7005,19087,1,4
stage2,7005,19087,2,1
stage2,7005,19087,3,7
stage2,7005,19087,4,3
stage2,7005,19087,5,2
stage2,7005,19087,6,5
stage2,7005,19087,7,0
stage2,0,19248,0,0
stage2,0,19248,1,1
stage2,0,19248,2,2
stage2,0,19248,3,3
stage2,0,19248,4,4
stage2,0,19248,5,5
stage2,0,19248,6,6
stage2,0,19248,7,7
stage2,0,19248,8,8
stage2,7001,19248,0,6
stage2,7001,19248,1,5
stage2,7001,19248,2,2
stage2,7001,19248,3,7
stage2,7001,19248,4,8
stage2,7001,19248,5,1
stage2,7001,19248,6,0
stage2,7001,19248,7,3
stage2,7001,19248,8,4
stage2,7002,19248,0,3
stage2,7002,19248,1,4
stage2,7002,19248,2,0
stage2,7002,19248,3,5
stage2,7002,19248,4,2
stage2,7002,19248,5,8
stage2,7002,19248,6,7
stage2,7002,19248,7,1
stage2,7002,19248,8,6
stage2,7003,19248,0,1
stage2,7003,19248,1,5
stage2,7003,19248,2,7
stage2,7003,19248,3,3
stage2,7003,19248,4,0
stage2,7003,19248,5,2
stage2,7003,19248,6,6
stage2,7003,19248,7,4
stage2,7003,19248,8,8
stage2,7004,19248,0,6
stage2,7004,19248,1,3
stage2,7004,19248,2,8
stage2,7004,19248,3,1
stage2,7004,19248,4,7
stage2,7004,19248,5,2
stage2,7004,19248,6,0
stage2,7004,19248,7,5
stage2,7004,19248,8,4
stage2,7005,19248,0,6
stage2,7005,19248,1,7
stage2,7005,19248,2,5
stage2,7005,19248,3,8
stage2,7005,19248,4,4
stage2,7005,19248,5,1
stage2,7005,19248,6,2
stage2,7005,19248,7,3
stage2,7005,19248,8,0
stage2,0,19307,0,0
stage2,0,19307,1,1
stage2,0,19307,2,2
stage2,0,19307,3,3
stage2,0,19307,4,4
stage2,0,19307,5,5
stage2,0,19307,6,6
stage2,0,19307,7,7
stage2,0,19307,8,8
stage2,0,19307,9,9
stage2,0,19307,10,10
stage2,7001,19307,0,2
stage2,7001,19307,1,4
stage2,7001,19307,2,3
stage2,7001,19307,3,5
stage2,7001,19307,4,6
stage2,7001,19307,5,7
stage2,7001,19307,6,10
stage2,7001,19307,7,9
stage2,7001,19307,8,0
stage2,7001,19307,9,8
stage2,7001,19307,10,1
stage2,7002,19307,0,10
stage2,7002,19307,1,2
stage2,7002,19307,2,3
stage2,7002,19307,3,8
stage2,7002,19307,4,9
stage2,7002,19307,5,7
stage2,7002,19307,6,6
stage2,7002,19307,7,1
stage2,7002,19307,8,4
stage2,7002,19307,9,0
stage2,7002,19307,10,5
stage2,7003,19307,0,2
stage2,7003,19307,1,8
stage2,7003,19307,2,7
stage2,7003,19307,3,5
stage2,7003,19307,4,10
stage2,7003,19307,5,9
stage2,7003,19307,6,3
stage2,7003,19307,7,6
stage2,7003,19307,8,4
stage2,7003,19307,9,1
stage2,7003,19307,10,0
stage2,7004,19307,0,4
stage2,7004,19307,1,2
stage2,7004,19307,2,9
stage2,7004,19307,3,6
stage2,7004,19307,4,5
stage2,7004,19307,5,7
stage2,7004,19307,6,1
stage2,7004,19307,7,8
stage2,7004,19307,8,0
stage2,7004,19307,9,3
stage2,7004,19307,10,10
stage2,7005,19307,0,6
stage2,7005,19307,1,10
stage2,7005,19307,2,7
stage2,7005,19307,3,1
stage2,7005,19307,4,9
stage2,7005,19307,5,2
stage2,7005,19307,6,0
stage2,7005,19307,7,8
stage2,7005,19307,8,4
stage2,7005,19307,9,3
stage2,7005,19307,10,5
stage2,0,19308,0,0
stage2,0,19308,1,1
stage2,0,19308,2,2
stage2,0,19308,3,3
stage2,0,19308,4,4
stage2,0,19308,5,5
stage2,0,19308,6,6
stage2,7001,19308,0,0
stage2,7001,19308,1,6
stage2,7001,19308,2,3
stage2,7001,19308,3,4
stage2,7001,19308,4,5
stage2,7001,19308,5,2
stage2,7001,19308,6,1
stage2,7002,19308,0,6
stage2,7002,19308,1,3
stage2,7002,19308,2,4
stage2,7002,19308,3,0
stage2,7002,19308,4,5
stage2,7002,19308,5,2
stage2,7002,19308,6,1
stage2,7003,19308,0,5
stage2,7003,19308,1,2
stage2,7003,19308,2,1
stage2,7003,19308,3,0
stage2,7003,19308,4,6
stage2,7003,19308,5,3
stage2,7003,19308,6,4
stage2,7004,19308,0,4
stage2,7004,19308,1,6
stage2,7004,19308,2,5
stage2,7004,19308,3,2
stage2,7004,19308,4,1
stage2,7004,19308,5,3
stage2,7004,19308,6,0
stage2,7005,19308,0,0
stage2,7005,19308,1,1
stage2,7005,19308,2,2
stage2,7005,19308,3,3
stage2,7005,19308,4,5
stage2,7005,19308,5,4
stage2,7005,19308,6,6
stage2,0,19331,0,0
stage2,0,19331,1,1
stage2,0,19331,2,2
stage2,0,19331,3,3
stage2,0,19331,4,4
stage2,0,19331,5,5
stage2,0,19331,6,6
stage2,0,19331,7,7
stage2,7001,19331,0,4
stage2,7001,19331,1,3
stage2,7001,19331,2,6
stage2,7001,19331,3,2
stage2,7001,19331,4,1
stage2,7001,19331,5,5
stage2,7001,19331,6,0
stage2,7001,19331,7,7
stage2,7002,19331,0,7
stage2,7002,19331,1,5
stage2,7002,19331,2,3
stage2,7002,19331,3,2
stage2,7002,19331,4,6
stage2,7002,19331,5,4
stage2,7002,19331,6,0
stage2,7002,19331,7,1
stage2,7003,19331,0,6
stage2,7003,19331,1,4
stage2,7003,19331,2,3
stage2,7003,19331,3,7
stage2,7003,19331,4,0
stage2,7003,19331,5,5
stage2,7003,19331,6,2
stage2,7003,19331,7,1
stage2,7004,19331,0,1
stage2,7004,19331,1,0
stage2,7004,19331,2,5
stage2,7004,19331,3,2
stage2,7004,19331,4,7
stage2,7004,19331,5,3
stage2,7004,19331,6,6
stage2,7004,19331,7,4
stage2,7005,19331,0,6
stage2,7005,19331,1,7
stage2,7005,19331,2,4
stage2,7005,19331,3,3
stage2,7005,19331,4,2
stage2,7005,19331,5,1
stage2,7005,19331,6,0
stage2,7005,19331,7,5
stage2,0,19373,0,0
stage2,0,19373,1,1
stage2,0,19373,2,2
stage2,0,19373,3,3
stage2,0,19373,4,4
stage2,0,19373,5,5
stage2,0,19373,6,6
stage2,0,19373,7,7
stage2,0,19373,8,8
stage2,7001,19373,0,2
stage2,7001,19373,1,3
stage2,7001,19373,2,7
stage2,7001,19373,3,4
stage2,7001,19373,4,6
stage2,7001,19373,5,0
stage2,7001,19373,6,8
stage2,7001,19373,7,1
stage2,7001,19373,8,5
stage2,7002,19373,0,4
stage2,7002,19373,1,2
stage2,7002,19373,2,5
stage2,7002,19373,3,8
stage2,7002,19373,4,0
stage2,7002,19373,5,7
stage2,7002,19373,6,3
stage2,7002,19373,7,6
stage2,7002,19373,8,1
stage2,7003,19373,0,1
stage2,7003,19373,1,4
stage2,7003,19373,2,6
stage2,7003,19373,3,0
stage2,7003,19373,4,7
stage2,7003,19373,5,5
stage2,7003,19373,6,3
stage2,7003,19373,7,2
stage2,7003,19373,8,8
stage2,7004,19373,0,7
stage2,7004,19373,1,3
stage2,7004,19373,2,6
stage2,7004,19373,3,0
stage2,7004,19373,4,2
stage2,7004,19373,5,1
stage2,7004,19373,6,5
stage2,7004,19373,7,4
stage2,7004,19373,8,8
stage2,7005,19373,0,1
stage2,7005,19373,1,2
stage2,7005,19373,2,5
stage2,7005,19373,3,6
stage2,7005,19373,4,7
stage2,7005,19373,5,8
stage2,7005,19373,6,4
stage2,7005,19373,7,0
stage2,7005,19373,8,3
stage2,0,19489,0,0
stage2,0,19489,1,1
stage2,0,19489,2,2
stage2,0,19489,3,3
stage2,0,19489,4,4
stage2,0,19489,5,5
stage2,0,19489,6,6
stage2,0,19489,7,7
stage2,7001,19489,0,7
stage2,7001,19489,1,0
stage2,7001,19489,2,3
stage2,7001,19489,3,6
stage2,7001,19489,4,4
stage2,7001,19489,5,1
stage2,7001,19489,6,5
stage2,7001,19489,7,2
stage2,7002,19489,0,1
stage2,7002,19489,1,7
stage2,7002,19489,2,4
stage2,7002,19489,3,3
stage2,7002,19489,4,0
stage2,7002,19489,5,6
stage2,7002,19489,6,5
stage2,7002,19489,7,2
stage2,7003,19489,0,5
stage2,7003,19489,1,0
stage2,7003,19489,2,2
stage2,7003,19489,3,1
stage2,7003,19489,4,4
stage2,7003,19489,5,6
stage2,7003,19489,6,7
stage2,7003,19489,7,3
stage2,7004,19489,0,0
stage2,7004,19489,1,4
stage2,7004,19489,2,6
stage2,7004,19489,3,5
stage2,7004,19489,4,2
stage2,7004,19489,5,1
stage2,7004,19489,6,7
stage2,7004,19489,7,3
stage2,7005,19489,0,7
stage2,7005,19489,1,1
stage2,7005,19489,2,0
stage2,7005,19489,3,2
stage2,7005,19489,4,6
stage2,7005,19489,5,4
stage2,7005,19489,6,3
stage2,7005,19489,7,5
stage2,0,19493,0,0
stage2,0,19493,1,1
stage2,0,19493,2,2
stage2,0,19493,3,3
stage2,0,19493,4,4
stage2,0,19493,5,5
stage2,0,19493,6,6
stage2,0,19493,7,7
stage2,7001,19493,0,5
stage2,7001,19493,1,2
stage2,7001,19493,2,1
stage2,7001,19493,3,4
stage2,7001,19493,4,0
stage2,7001,19493,5,7
stage2,7001,19493,6,6
stage2,7001,19493,7,3
stage2,7002,19493,0,3
stage2,7002,19493,1,7
stage2,7002,19493,2,4
stage2,7002,19493,3,2
stage2,7002,19493,4,6
stage2,7002,19493,5,5
stage2,7002,19493,6,0
stage2,7002,19493,7,1
stage2,7003,19493,0,5
stage2,7003,19493,1,2
stage2,7003,19493,2,7
stage2,7003,19493,3,4
stage2,7003,19493,4,1
stage2,7003,19493,5,3
stage2,7003,19493,6,6
stage2,7003,19493,7,0
stage2,7004,19493,0,0
stage2,7004,19493,1,4
stage2,7004,19493,2,5
stage2,7004,19493,3,3
stage2,7004,19493,4,2
stage2,7004,19493,5,7
stage2,7004,19493,6,6
stage2,7004,19493,7,1
stage2,7005,19493,0,5
stage2,7005,19493,1,3
stage2,7005,19493,2,6
stage2,7005,19493,3,2
stage2,7005,19493,4,4
stage2,7005,19493,5,1
stage2,7005,19493,6,7
stage2,7005,19493,7,0
stage2,0,19505,0,0
stage2,0,19505,1,1
stage2,0,19505,2,2
stage2,0,19505,3,3
stage2,0,19505,4,4
stage2,0,19505,5,5
stage2,0,19505,6,6
stage2,0,19505,7,7
stage2,0,19505,8,8
stage2,0,19505,9,9
stage2,0,19505,10,10
stage2,0,19505,11,11
stage2,0,19505,12,12
stage2,0,19505,13,13
stage2,0,19505,14,14
stage2,0,19505,15,15
stage2,0,19505,16,16
stage2,0,19505,17,17
stage2,0,19505,18,18
stage2,0,19505,19,19
stage2,0,19505,20,20
stage2,7001,19505,0,18
stage2,7001,19505,1,13
stage2,7001,19505,2,11
stage2,7001,19505,3,10
stage2,7001,19505,4,14
stage2,7001,19505,5,2
stage2,7001,19505,6,16
stage2,7001,19505,7,1
stage2,7001,19505,8,12
stage2,7001,19505,9,3
stage2,7001,19505,10,0
stage2,7001,19505,11,7
stage2,7001,19505,12,19
stage2,7001,19505,13,20
stage2,7001,19505,14,15
stage2,7001,19505,15,9
stage2,7001,19505,16,5
stage2,7001,19505,17,6
stage2,7001,19505,18,4
stage2,7001,19505,19,8
stage2,7001,19505,20,17
stage2,7002,19505,0,6
stage2,7002,19505,1,10
stage2,7002,19505,2,17
stage2,7002,19505,3,2
stage2,7002,19505,4,18
stage2,7002,19505,5,7
stage2,7002,19505,6,16
stage2,7002,19505,7,20
stage2,7002,19505,8,4
stage2,7002,19505,9,15
stage2,7002,19505,10,13
stage2,7002,19505,11,8
stage2,7002,19505,12,11
stage2,7002,19505,13,12
stage2,7002,19505,14,0
stage2,7002,19505,15,19
stage2,7002,19505,16,5
stage2,7002,19505,17,1
stage2,7002,19505,18,14
stage2,7002,19505,19,9
stage2,7002,19505,20,3
stage2,7003,19505,0,12
stage2,7003,19505,1,9
stage2,7003,19505,2,7
stage2,7003,19505,3,4
stage2,7003,19505,4,15
stage2,7003,19505,5,0
stage2,7003,19505,6,8
stage2,7003,19505,7,19
stage2,7003,19505,8,11
stage2,7003,19505,9,3
stage2,7003,19505,10,17
stage2,7003,19505,11,14
stage2,7003,19505,12,10
stage2,7003,19505,13,20
stage2,7003,19505,14,5
stage2,7003,19505,15,18
stage2,7003,19505,16,2
stage2,7003,19505,17,13
stage2,7003,19505,18,16
stage2,7003,19505,19,1
stage2,7003,19505,20,6
stage2,7004,19505,0,10
stage2,7004,19505,1,18
stage2,7004,19505,2,4
stage2,7004,19505,3,2
stage2,7004,19505,4,5
stage2,7004,19505,5,15
stage2,7004,19505,6,1
stage2,7004,19505,7,14
stage2,7004,19505,8,19
stage2,7004,19505,9,12
stage2,7004,19505,10,11
stage2,7004,19505,11,17
stage2,7004,19505,12,20
stage2,7004,19505,13,7
stage2,7004,19505,14,13
stage2,7004,19505,15,3
stage2,7004,19505,16,16
stage2,7004,19505,17,8
stage2,7004,19505,18,0
stage2,7004,19505,19,6
stage2,7004,19505,20,9
stage2,7005,19505,0,3
stage2,7005,19505,1,2
stage2,7005,19505,2,14
stage2,7005,19505,3,7
stage2,7005,19505,4,10
stage2,7005,19505,5,19
stage2,7005,19505,6,15
stage2,7005,19505,7,11
stage2,7005,19505,8,18
stage2,7005,19505,9,1
stage2,7005,19505,10,9
stage2,7005,19505,11,4
stage2,7005,19505,12,13
stage2,7005,19505,13,12
stage2,7005,19505,14,17
stage2,7005,19505,15,6
stage2,7005,19505,16,5
stage2,7005,19505,17,0
stage2,7005,19505,18,8
stage2,7005,19505,19,16
stage2,7005,19505,20,20
stage2,0,19574,0,0
stage2,0,19574,1,1
stage2,0,19574,2,2
stage2,0,19574,3,3
stage2,0,19574,4,4
stage2,0,19574,5,5
stage2,0,19574,6,6
stage2,0,19574,7,7
stage2,0,19574,8,8
stage2,0,19574,9,9
stage2,0,19574,10,10
stage2,7001,19574,0,9
stage2,7001,19574,1,10
stage2,7001,19574,2,4
stage2,7001,19574,3,1
stage2,7001,19574,4,2
stage2,7001,19574,5,8
stage2,7001,19574,6,5
stage2,7001,19574,7,7
stage2,7001,19574,8,6
stage2,7001,19574,9,3
stage2,7001,19574,10,0
stage2,7002,19574,0,0
stage2,7002,19574,1,8
stage2,7002,19574,2,7
stage2,7002,19574,3,9
stage2,7002,19574,4,5
stage2,7002,19574,5,10
stage2,7002,19574,6,3
stage2,7002,19574,7,2
stage2,7002,19574,8,4
stage2,7002,19574,9,1
stage2,7002,19574,10,6
stage2,7003,19574,0,9
stage2,7003,19574,1,5
stage2,7003,19574,2,0
stage2,7003,19574,3,3
stage2,7003,19574,4,4
stage2,7003,19574,5,10
stage2,7003,19574,6,6
stage2,7003,19574,7,2
stage2,7003,19574,8,7
stage2,7003,19574,9,8
stage2,7003,19574,10,1
stage2,7004,19574,0,1
stage2,7004,19574,1,3
stage2,7004,19574,2,4
stage2,7004,19574,3,2
stage2,7004,19574,4,5
stage2,7004,19574,5,9
stage2,7004,19574,6,7
stage2,7004,19574,7,6
stage2,7004,19574,8,10
stage2,7004,19574,9,0
stage2,7004,19574,10,8
stage2,7005,19574,0,5
stage2,7005,19574,1,2
stage2,7005,19574,2,9
stage2,7005,19574,3,0
stage2,7005,19574,4,6
stage2,7005,19574,5,3
stage2,7005,19574,6,4
stage2,7005,19574,7,10
stage2,7005,19574,8,1
stage2,7005,19574,9,8
stage2,7005,19574,10,7
stage2,0,19635,0,0
stage2,0,19635,1,1
stage2,0,19635,2,2
stage2,0,19635,3,3
stage2,0,19635,4,4
stage2,0,19635,5,5
stage2,7001,19635,0,5
stage2,7001,19635,1,2
stage2,7001,19635,2,0
stage2,7001,19635,3,1
stage2,7001,19635,4,3
stage2,7001,19635,5,4
stage2,7002,19635,0,5
stage2,7002,19635,1,2
stage2,7002,19635,2,3
stage2,7002,19635,3,0
stage2,7002,19635,4,1
stage2,7002,19635,5,4
stage2,7003,19635,0,4
stage2,7003,19635,1,5
stage2,7003,19635,2,0
stage2,7003,19635,3,1
stage2,7003,19635,4,3
stage2,7003,19635,5,2
stage2,7004,19635,0,1
stage2,7004,19635,1,5
stage2,7004,19635,2,3
stage2,7004,19635,3,4
stage2,7004,19635,4,0
stage2,7004,19635,5,2
stage2,7005,19635,0,2
stage2,7005,19635,1,1
stage2,7005,19635,2,0
stage2,7005,19635,3,5
stage2,7005,19635,4,3
stage2,7005,19635,5,4
stage2,0,19708,0,0
stage2,0,19708,1,1
stage2,0,19708,2,2
stage2,0,19708,3,3
stage2,0,19708,4,4
stage2,0,19708,5,5
stage2,0,19708,6,6
stage2,7001,19708,0,0
stage2,7001,19708,1,3
stage2,7001,19708,2,2
stage2,7001,19708,3,5
stage2,7001,19708,4,6
stage2,7001,19708,5,1
stage2,7001,19708,6,4
stage2,7002,19708,0,6
stage2,7002,19708,1,4
stage2,7002,19708,2,2
stage2,7002,19708,3,1
stage2,7002,19708,4,3
stage2,7002,19708,5,5
stage2,7002,19708,6,0
stage2,7003,19708,0,0
stage2,7003,19708,1,6
stage2,7003,19708,2,3
stage2,7003,19708,3,4
stage2,7003,19708,4,1
stage2,7003,19708,5,2
stage2,7003,19708,6,5
stage2,7004,19708,0,4
stage2,7004,19708,1,0
stage2,7004,19708,2,6
stage2,7004,19708,3,1
stage2,7004,19708,4,2
stage2,7004,19708,5,3
stage2,7004,19708,6,5
stage2,7005,19708,0,1
stage2,7005,19708,1,5
stage2,7005,19708,2,2
stage2,7005,19708,3,6
stage2,7005,19708,4,4
stage2,7005,19708,5,0
stage2,7005,19708,6,3
stage2,0,19753,0,0
stage2,0,19753,1,1
stage2,0,19753,2,2
stage2,0,19753,3,3
stage2,0,19753,4,4
stage2,0,19753,5,5
stage2,0,19753,6,6
stage2,0,19753,7,7
stage2,0,19753,8,8
stage2,0,19753,9,9
stage2,7001,19753,0,4
stage2,7001,19753,1,5
stage2,7001,19753,2,9
stage2,7001,19753,3,7
stage2,7001,19753,4,2
stage2,7001,19753,5,0
stage2,7001,19753,6,3
stage2,7001,19753,7,6
stage2,7001,19753,8,1
stage2,7001,19753,9,8
stage2,7002,19753,0,3
stage2,7002,19753,1,1
stage2,7002,19753,2,0
stage2,7002,19753,3,8
stage2,7002,19753,4,6
stage2,7002,19753,5,7
stage2,7002,19753,6,4
stage2,7002,19753,7,5
stage2,7002,19753,8,2
stage2,7002,19753,9,9
stage2,7003,19753,0,9
stage2,7003,19753,1,5
stage2,7003,19753,2,7
stage2,7003,19753,3,6
stage2,7003,19753,4,3
stage2,7003,19753,5,1
stage2,7003,19753,6,2
stage2,7003,19753,7,4
stage2,7003,19753,8,0
stage2,7003,19753,9,8
stage2,7004,19753,0,6
stage2,7004,19753,1,1
stage2,7004,19753,2,7
stage2,7004,19753,3,5
stage2,7004,19753,4,0
stage2,7004,19753,5,2
stage2,7004,19753,6,4
stage2,7004,19753,7,8
stage2,7004,19753,8,3
stage2,7004,19753,9,9
stage2,7005,19753,0,4
stage2,7005,19753,1,6
stage2,7005,19753,2,5
stage2,7005,19753,3,2
stage2,7005,19753,4,8
stage2,7005,19753,5,9
stage2,7005,19753,6,3
stage2,7005,19753,7,7
stage2,7005,19753,8,0
stage2,7005,19753,9,1
stage2,0,19819,0,0
stage2,0,19819,1,1
stage2,0,19819,2,2
stage2,0,19819,3,3
stage2,0,19819,4,4
stage2,0,19819,5,5
stage2,0,19819,6,6
stage2,7001,19819,0,5
stage2,7001,19819,1,3
stage2,7001,19819,2,2
stage2,7001,19819,3,4
stage2,7001,19819,4,0
stage2,7001,19819,5,6
stage2,7001,19819,6,1
stage2,7002,19819,0,0
stage2,7002,19819,1,2
stage2,7002,19819,2,5
stage2,7002,19819,3,1
stage2,7002,19819,4,3
stage2,7002,19819,5,4
stage2,7002,19819,6,6
stage2,7003,19819,0,2
stage2,7003,19819,1,6
stage2,7003,19819,2,3
stage2,7003,19819,3,5
stage2,7003,19819,4,0
stage2,7003,19819,5,4
stage2,7003,19819,6,1
stage2,7004,19819,0,1
stage2,7004,19819,1,0
stage2,7004,19819,2,4
stage2,7004,19819,3,5
stage2,7004,19819,4,2
stage2,7004,19819,5,3
stage2,7004,19819,6,6
stage2,7005,19819,0,2
stage2,7005,19819,1,3
stage2,7005,19819,2,0
stage2,7005,19819,3,4
stage2,7005,19819,4,1
stage2,7005,19819,5,5
stage2,7005,19819,6,6
stage2,0,19830,0,0
stage2,0,19830,1,1
stage2,0,19830,2,2
stage2,0,19830,3,3
stage2,0,19830,4,4
stage2,0,19830,5,5
stage2,0,19830,6,6
stage2,0,19830,7,7
stage2,0,19830,8,8
stage2,0,19830,9,9
stage2,7001,19830,0,6
stage2,7001,19830,1,4
stage2,7001,19830,2,5
stage2,7001,19830,3,3
stage2,7001,19830,4,0
stage2,7001,19830,5,2
stage2,7001,19830,6,1
stage2,7001,19830,7,8
stage2,7001,19830,8,9
stage2,7001,19830,9,7
stage2,7002,19830,0,7
stage2,7002,19830,1,1
stage2,7002,19830,2,4
stage2,7002,19830,3,5
stage2,7002,19830,4,9
stage2,7002,19830,5,2
stage2,7002,19830,6,3
stage2,7002,19830,7,0
stage2,7002,19830,8,6
stage2,7002,19830,9,8
stage2,7003,19830,0,9
stage2,7003,19830,1,3
stage2,7003,19830,2,2
stage2,7003,19830,3,5
stage2,7003,19830,4,6
stage2,7003,19830,5,4
stage2,7003,19830,6,1
stage2,7003,19830,7,0
stage2,7003,19830,8,7
stage2,7003,19830,9,8
stage2,7004,19830,0,7
stage2,7004,19830,1,8
stage2,7004,19830,2,5
stage2,7004,19830,3,1
stage2,7004,19830,4,0
stage2,7004,19830,5,2
stage2,7004,19830,6,6
stage2,7004,19830,7,3
stage2,7004,19830,8,4
stage2,7004,19830,9,9
stage2,7005,19830,0,0
stage2,7005,19830,1,6
stage2,7005,19830,2,5
stage2,7005,19830,3,4
stage2,7005,19830,4,7
stage2,7005,19830,5,8
stage2,7005,19830,6,9
stage2,7005,19830,7,2
stage2,7005,19830,8,3
